Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 4.06949e-06, y: 0, Linear Velocity: 4.06949e-05, Angular Velocity: 0
Published Odometry - x: 7.88659e-06, y: 0, Linear Velocity: 3.8171e-05, Angular Velocity: 0
Published Odometry - x: 1.15209e-05, y: 0, Linear Velocity: 3.63434e-05, Angular Velocity: 0
Published Odometry - x: 1.50105e-05, y: 0, Linear Velocity: 3.48962e-05, Angular Velocity: 0
Published Odometry - x: 1.83918e-05, y: 0, Linear Velocity: 3.38128e-05, Angular Velocity: 0
Published Odometry - x: 2.16997e-05, y: 0, Linear Velocity: 3.30785e-05, Angular Velocity: 0
Published Odometry - x: 2.49679e-05, y: 0, Linear Velocity: 3.26818e-05, Angular Velocity: 0
Published Odometry - x: 2.82294e-05, y: 0, Linear Velocity: 3.2615e-05, Angular Velocity: 0
Published Odometry - x: 3.15167e-05, y: 0, Linear Velocity: 3.28732e-05, Angular Velocity: 0
Published Odometry - x: 3.48622e-05, y: 0, Linear Velocity: 3.34554e-05, Angular Velocity: 0
Published Odometry - x: 3.82986e-05, y: 0, Linear Velocity: 3.43637e-05, Angular Velocity: 0
Published Odometry - x: 4.18589e-05, y: 0, Linear Velocity: 3.56034e-05, Angular Velocity: 0
Published Odometry - x: 4.55773e-05, y: 0, Linear Velocity: 3.71836e-05, Angular Velocity: 0
Published Odometry - x: 4.9489e-05, y: 0, Linear Velocity: 3.91167e-05, Angular Velocity: 0
Published Odometry - x: 5.36308e-05, y: 0, Linear Velocity: 4.14189e-05, Angular Velocity: 0
Published Odometry - x: 5.80418e-05, y: 0, Linear Velocity: 4.41099e-05, Angular Velocity: 0
Published Odometry - x: 6.27632e-05, y: 0, Linear Velocity: 4.72133e-05, Angular Velocity: 0
Published Odometry - x: 6.78389e-05, y: 0, Linear Velocity: 5.0757e-05, Angular Velocity: 0
Published Odometry - x: 7.33162e-05, y: 0, Linear Velocity: 5.47729e-05, Angular Velocity: 0
Published Odometry - x: 7.92459e-05, y: 0, Linear Velocity: 5.92976e-05, Angular Velocity: 0
Published Odometry - x: 8.56831e-05, y: 0, Linear Velocity: 6.43723e-05, Angular Velocity: 0
Published Odometry - x: 9.26875e-05, y: 0, Linear Velocity: 7.00438e-05, Angular Velocity: 0
Published Odometry - x: 0.000100324, y: 0, Linear Velocity: 7.63642e-05, Angular Velocity: 0
Published Odometry - x: 0.000108663, y: 0, Linear Velocity: 8.33917e-05, Angular Velocity: 0
Published Odometry - x: 0.000117782, y: 0, Linear Velocity: 9.11911e-05, Angular Velocity: 0
Published Odometry - x: 0.000127766, y: 0, Linear Velocity: 9.98345e-05, Angular Velocity: 0
Published Odometry - x: 0.000138706, y: 0, Linear Velocity: 0.000109402, Angular Velocity: 0
Published Odometry - x: 0.000150704, y: 0, Linear Velocity: 0.000119981, Angular Velocity: 0
Published Odometry - x: 0.000163871, y: 0, Linear Velocity: 0.000131671, Angular Velocity: 0
Published Odometry - x: 0.000178329, y: 0, Linear Velocity: 0.000144579, Angular Velocity: 0
Published Odometry - x: 0.000194211, y: 0, Linear Velocity: 0.000158824, Angular Velocity: 0
Published Odometry - x: 0.000211665, y: 0, Linear Velocity: 0.000174539, Angular Velocity: 0
Published Odometry - x: 0.000230852, y: 0, Linear Velocity: 0.000191868, Angular Velocity: 0
Published Odometry - x: 0.000251949, y: 0, Linear Velocity: 0.000210972, Angular Velocity: 0
Published Odometry - x: 0.000275152, y: 0, Linear Velocity: 0.000232028, Angular Velocity: 0
Published Odometry - x: 0.000300675, y: 0, Linear Velocity: 0.00025523, Angular Velocity: 0
Published Odometry - x: 0.000328754, y: 0, Linear Velocity: 0.000280793, Angular Velocity: 0
Published Odometry - x: 0.00035965, y: 0, Linear Velocity: 0.000308954, Angular Velocity: 0
Published Odometry - x: 0.000393647, y: 0, Linear Velocity: 0.000339973, Angular Velocity: 0
Published Odometry - x: 0.000431061, y: 0, Linear Velocity: 0.000374137, Angular Velocity: 0
Published Odometry - x: 0.000472237, y: 0, Linear Velocity: 0.000411762, Angular Velocity: 0
Published Odometry - x: 0.000517556, y: 0, Linear Velocity: 0.000453196, Angular Velocity: 0
Published Odometry - x: 0.000567439, y: 0, Linear Velocity: 0.000498822, Angular Velocity: 0
Published Odometry - x: 0.000622345, y: 0, Linear Velocity: 0.000549063, Angular Velocity: 0
Published Odometry - x: 0.000682783, y: 0, Linear Velocity: 0.000604383, Angular Velocity: 0
Published Odometry - x: 0.000749313, y: 0, Linear Velocity: 0.000665293, Angular Velocity: 0
Published Odometry - x: 0.000822548, y: 0, Linear Velocity: 0.000732359, Angular Velocity: 0
Published Odometry - x: 0.000903168, y: 0, Linear Velocity: 0.000806199, Angular Velocity: 0
Published Odometry - x: 0.000991918, y: 0, Linear Velocity: 0.000887496, Angular Velocity: 0
Published Odometry - x: 0.00108962, y: 0, Linear Velocity: 0.000977004, Angular Velocity: 0
Published Odometry - x: 0.00119717, y: 0, Linear Velocity: 0.00107555, Angular Velocity: 0
Published Odometry - x: 0.00131558, y: 0, Linear Velocity: 0.00118404, Angular Velocity: 0
Published Odometry - x: 0.00144593, y: 0, Linear Velocity: 0.00130349, Angular Velocity: 0
Published Odometry - x: 0.00158943, y: 0, Linear Velocity: 0.001435, Angular Velocity: 0
Published Odometry - x: 0.00174741, y: 0, Linear Velocity: 0.00157978, Angular Velocity: 0
Published Odometry - x: 0.00192132, y: 0, Linear Velocity: 0.00173918, Angular Velocity: 0
Published Odometry - x: 0.00211279, y: 0, Linear Velocity: 0.00191466, Angular Velocity: 0
Published Odometry - x: 0.00232357, y: 0, Linear Velocity: 0.00210785, Angular Velocity: 0
Published Odometry - x: 0.00255563, y: 0, Linear Velocity: 0.00232055, Angular Velocity: 0
Published Odometry - x: 0.0028111, y: 0, Linear Velocity: 0.00255471, Angular Velocity: 0
Published Odometry - x: 0.00309235, y: 0, Linear Velocity: 0.0028125, Angular Velocity: 0
Published Odometry - x: 0.00340198, y: 0, Linear Velocity: 0.00309631, Angular Velocity: 0
Published Odometry - x: 0.00374286, y: 0, Linear Velocity: 0.00340877, Angular Velocity: 0
Published Odometry - x: 0.00411813, y: 0, Linear Velocity: 0.00375275, Angular Velocity: 0
Published Odometry - x: 0.00453128, y: 0, Linear Velocity: 0.00413146, Angular Velocity: 0
Published Odometry - x: 0.00498612, y: 0, Linear Velocity: 0.00454838, Angular Velocity: 0
Published Odometry - x: 0.00548685, y: 0, Linear Velocity: 0.00500737, Angular Velocity: 0
Published Odometry - x: 0.00603812, y: 0, Linear Velocity: 0.00551269, Angular Velocity: 0
Published Odometry - x: 0.00664502, y: 0, Linear Velocity: 0.00606901, Angular Velocity: 0
Published Odometry - x: 0.00731317, y: 0, Linear Velocity: 0.00668146, Angular Velocity: 0
Published Odometry - x: 0.00804874, y: 0, Linear Velocity: 0.00735572, Angular Velocity: 0
Published Odometry - x: 0.00885855, y: 0, Linear Velocity: 0.00809803, Angular Velocity: 0
Published Odometry - x: 0.00975007, y: 0, Linear Velocity: 0.00891525, Angular Velocity: 0
Published Odometry - x: 0.0107316, y: 0, Linear Velocity: 0.00981494, Angular Velocity: 0
Published Odometry - x: 0.0118121, y: 0, Linear Velocity: 0.0108054, Angular Velocity: 0
Published Odometry - x: 0.0130017, y: 0, Linear Velocity: 0.0118959, Angular Velocity: 0
Published Odometry - x: 0.0143113, y: 0, Linear Velocity: 0.0130964, Angular Velocity: 0
Published Odometry - x: 0.0157531, y: 0, Linear Velocity: 0.014418, Angular Velocity: 0
Published Odometry - x: 0.0173404, y: 0, Linear Velocity: 0.015873, Angular Velocity: 0
Published Odometry - x: 0.0190879, y: 0, Linear Velocity: 0.0174749, Angular Velocity: 0
Published Odometry - x: 0.0210118, y: 0, Linear Velocity: 0.0192384, Angular Velocity: 0
Published Odometry - x: 0.0231297, y: 0, Linear Velocity: 0.0211798, Angular Velocity: 0
Published Odometry - x: 0.0254615, y: 0, Linear Velocity: 0.0233172, Angular Velocity: 0
Published Odometry - x: 0.0280285, y: 0, Linear Velocity: 0.0256703, Angular Velocity: 0
Published Odometry - x: 0.0308546, y: 0, Linear Velocity: 0.0282609, Angular Velocity: 0
Published Odometry - x: 0.0339659, y: 0, Linear Velocity: 0.0311129, Angular Velocity: 0
Published Odometry - x: 0.0373911, y: 0, Linear Velocity: 0.0342527, Angular Velocity: 0
Published Odometry - x: 0.0411621, y: 0, Linear Velocity: 0.0377093, Angular Velocity: 0
Published Odometry - x: 0.0453136, y: 0, Linear Velocity: 0.0415148, Angular Velocity: 0
Published Odometry - x: 0.049884, y: 0, Linear Velocity: 0.0457044, Angular Velocity: 0
Published Odometry - x: 0.0549157, y: 0, Linear Velocity: 0.0503167, Angular Velocity: 0
Published Odometry - x: 0.0604551, y: 0, Linear Velocity: 0.0553945, Angular Velocity: 0
Published Odometry - x: 0.0665536, y: 0, Linear Velocity: 0.0609847, Angular Velocity: 0
Published Odometry - x: 0.0732675, y: 0, Linear Velocity: 0.0671391, Angular Velocity: 0
Published Odometry - x: 0.080659, y: 0, Linear Velocity: 0.0739146, Angular Velocity: 0
Published Odometry - x: 0.0887963, y: 0, Linear Velocity: 0.0813738, Angular Velocity: 0
Published Odometry - x: 0.0977549, y: 0, Linear Velocity: 0.0895858, Angular Velocity: 0
Published Odometry - x: 0.107618, y: 0, Linear Velocity: 0.0986264, Angular Velocity: 0
Published Odometry - x: 0.118476, y: 0, Linear Velocity: 0.108579, Angular Velocity: 0
Published Odometry - x: 0.130429, y: 0, Linear Velocity: 0.119537, Angular Velocity: 0
Published Odometry - x: 0.143589, y: 0, Linear Velocity: 0.1316, Angular Velocity: 0
Published Odometry - x: 0.158077, y: 0, Linear Velocity: 0.144881, Angular Velocity: 0
Published Odometry - x: 0.174028, y: 0, Linear Velocity: 0.159502, Angular Velocity: 0
Published Odometry - x: 0.191587, y: 0, Linear Velocity: 0.175598, Angular Velocity: 0
Published Odometry - x: 0.210919, y: 0, Linear Velocity: 0.193319, Angular Velocity: 0
